,text,labels
404,sinunui mkate mjini kwa sababu haifai,negative
405,moto huu hauwaki vizuri,negative
406,jaribu tena,negative
407,hapo kwa kupanda ndege pananiumankijua hata sijawai enda jkia,negative
408,aki jamanihawajui kigerman,negative
409,maudhui hayajashughulikiwa kwa kina,negative
410,hii haifai hata kidogo,negative
411,serikali iliwatendea raia wake unyama,negative
412,hatukupenda walivyotukaribisha,negative
413,sikuipenda hata kidogo,negative
414,nimechoshwa na kukaa maeneo haya,negative
415,waaah ni kubaya,negative
416,sheria kali zilizowekwa katika saa za kuabiri treni na ushindani kutoka kwa kampuni za mabasi na ndege zinazolipisha bei nafuu zimewafanya abiria wengi kuacha kutumia sgr,negative
417,hii ina maana kuwa nchi ilipata zaidi ya sh10 bilioni mwaka jana kutoka kwa biashara hiyo ya kusafirisha mizigo ambayo bado iko chini sana kulingana na gharama ya mwaka mzima ya sh18 bilioni ya kufanya ukarabati,negative
418,am sure uko na wengi kumliko ni ile tu huna platform ya kutuonyesha ujinga kama ile simba ametuonyesha hii east africa,negative
419,iyo kazi si rahisi,negative
420,mafunzo yalikuwa makali sana,negative
421,kutoka alshaabab si kazi rahisi,negative
422,kufanikiwa na kuwa na ushawishi katika maisha ya kawaida ya binadamu si jambo rahisi,negative
423,yeye ni mrembo sana,positive
424,tunaipenda hii ngoma sana,positive
425,yani nahisi mapenzi hadi kwa miguu naipenda ngoma 2019,positive
426,waah hii ngoma ilikua imeshika nikiwa darasa la 6 yanirudisha nyuma kweligenge hadi mwisho wangu,positive
427,safi mgenge2018 na hii ngoma bado ni moto,positive
428,kasha nzuri thamani bora,positive
429,nzuri kwa taya,positive
430,nilipenda alivyokuwa akicheka,positive
431,wimbo mzuri sana unafundisha kwa hawa warembo wetu wa kileo majivuno kibao,positive
432,wimbo wa ukweli kama una goja 2019 nipe like,positive
433,huu wimbo ni kama vile umetolewa jana wimbo huu una maudhui makubwa tena ya kueleweka vizuri mungu atuhurumie amen,positive
434,asante kwa nyote ambao walichukua wakati wao kuandika kwenye video hiishukrani sana ndugu zanguni,positive
435,ikiwa wewe ni mmiliki wa razr lazima uwe na hii,positive
436,na ubora wa sauti ni nzuri,positive
437,alivutiwa sana wakati wa kwenda kutoka kwa betri ya asili hadi betri iliyopanuliwa,positive
438,ubora mzuri sana,positive
439,sauti tamu sana dady rudi studio tena umepotea sana,positive
440,inafanya kazi nzuri,positive
441,waaaaa mtoto mzuriii,positive
442,ndio napenda wimbo ujumbe mzuri,positive
443,hiyo sautinadhani watanzania wengi wana sauti za kushangaza,positive
444,mungu amekubariki sana aslay 2020 mko wapi,positive
445,haki napenda hii wimbousikufe moyo wimbo mzuri,positive
446,mtoto ana talanta sana,positive
447,krismasi njema,positive
448,valentines zenye furaha,positive
449,sikukuu njema,positive
450,upendo wa mungu baba ni wa maajabu sana,positive
451,upendo hauna chuki,positive
452,mtandao wa kushangaza wa 4g katika mji wa mombasa pamoja na mipango nzuri sana na ya bei rahisi,positive
453,wakenya nawapenda sana kutoka tz naombeni like zenu,positive
454,asanteni sana majirani wetu kutoka kenya,positive
455,kazi nzuri,positive
456,hii ni sinema ya kushangaza,positive
457,hii ni filamu bora,positive
458,yeye ni hazina ya kitaifa,positive
459,maonyesho ya angani yalifanywa vizuri,positive
460,ilikuwa pia usawa sahihi wa vita na upendo,positive
461,kris kristoffersen ni mzuri kwenye sinema hii na kweli hufanya tofauti,positive
462,filamu nzuri na mkurugenzi mkubwa,positive
463,kwa kweli hii ni moja ya kumbukumbu bora ambayo nimeona wakiangalia uhusiano wa kifamilia na ndoa,positive
464,hii ni sinema nzuri tu,positive
465,nyota 10 kati ya 10,positive
466,tukio bora katika sinema ilikuwa wakati gerardo anajaribu kupata wimbo ambao unaendelea kupitia kichwa chake,positive
467,na penda,positive
468,ni nzuri sana ningeipendekeza kwako,positive
469,hii ni ofa nzuri,positive
470,shukrani sana,positive
471,asante sana mwalimu kwa somo nzuri,positive
472,aliona sinema leo na alidhani ni juhudi nzuri ujumbe mzuri kwa watoto,positive
473,na hao bundi watoto walikuwa wa kupendeza,positive
474,sinema ilionesha florida nyingi saa bora ikaifanya ionekane ya kupendeza sana,positive
475,nyimbo zilikuwa nzuri zaidi,positive
476,siwezi kufikiria filamu nyingine ambayo kitu muhimu sana kinatokea kila dakika nyingine,positive
477,kwa maneno mengine kiwango cha yaliyomo katika filamu hii inatosha kujaza filamu zingine kadhaa kwa urahisi,positive
478,je mtu yeyote katika akili zao sahihi anaweza kuuliza chochote zaidi kutoka kwenye sinema kuliko hii,positive
479,ni aina ya juu kabisa ya juu zaidi ya sinema inayowezekana,positive
480,ndio filamu hii inahitaji idadi kubwa ya utatuzi wa puzzle lakini vipande vinafaa pamoja kuunda picha nzuri,positive
481,hii ni nambari ya kwanza ya th bora mfululizo,positive
482,inastahili upendo mkali,positive
483,kuna viwango vikubwa wahusika wasioweza kufunguliwa ni mchezo mkubwa tu,positive
484,tumia pesa zako kwenye mchezo huu,positive
485,hii ndio aina ya pesa inayotumiwa vizuri,positive
486,kweli picha hizo zilikuwa nzuri wakati huo,positive
487,kama wanasema katika canada huu ni mchezo wa kufurahisha aye,positive
488,huu mchezo unatumbuiza,positive
489,inunue icheze jitumbuize nayo ipende,positive
490,ni uahisi kamili,positive
491,filamu inafanikiwa licha au labda kwa sababu bajeti ndogo,positive
492,ninafurahi filamu haikuenda kwa chaguo dhahiri zaidi kama filamu ndogo hakika ingekuwa nayo,positive
493,kwa kuongezea kuwa na moja ya nyimbo nzuri zaidi ambayo imewahi kuandikwa kanada ya ufaransa pia inajivunia moja ya wanawake wakubwa zaidi wanaowahi kuchukua neema kwenye skrini,positive
494,ni ngumu kutokuanguka kichwajuuvisigino kwa upendo na msichana huyo,positive
495,wahusika bora mstari wa hadithi bora maonyesho bora,positive
496,anne heche alikuwa akishawishi kabisa,positive
497,maonyesho ya sam shepard ya baharini ya mashoga yalikuwa mazito,positive
498,nadhani tom hanks ni muigizaji mzuri,positive
499,nilifurahia kusoma kitabu hiki kwa watoto wangu wakati walikuwa wadogo,positive
500,kuna mambo kadhaa kwa ujumla ndani yake,positive
501,ikiwa unataka sinema ambayo sio mbaya lakini inakupa baridi hii ni chaguo nzuri,positive
502,alexander nevsky ni filamu nzuri,positive
503,kwa jumla filamu hiyo ni ya kuvutia na ya kusisimua,positive
504,upepo na simba zimeandikwa vizuri na zimetenda kwa vitendo,positive
505,kwa kweli yeye ni wa maajabu,positive
506,ni aina ya kweli,positive
507,kwa kweli inafaa kuangalia,positive
508,maonyesho ya mara nyingi huwa ya kuchekesha na mara kwa mara yanagusa wahusika wanapotathmini maisha yao na wapi wanaenda,positive
509,ikiwa unatafuta sinema na filamu ya kutisha muziki mzuri pamoja na toleo la shirley jones la njia unaonekana usiku na mwisho ulioinua jaribu hii,positive
510,kitu pekee ambacho kilistahili kutazamwa ilikuwa mazingira na nyumba kwa sababu ni nzuri,positive
511,sidhani utasikitika,positive
512,lakini kwa suala la uandishi ni safi sana na ujasiri,positive
513,niliipenda sana hiyo,positive
514,1010,positive
515,niliipenda sana hii sinema,positive
516,ningemshauri mtu yeyote aende akaione,positive
517,bado napenda sinema hii kwa uwezeshaji wa wanawake hakuna sinema za kutosha huko nje kama hii,positive
518,utendaji bora kutoka kwa bi,positive
519,ni vizuri pia kuona kwamba mwandishi mashuhuri wa skrini frances marion hajakosa hatua inayoenda kimya hadi sauti,positive
520,utaipenda,positive
521,nimeipenda,positive
522,tumeipenda,positive
523,sinema ambayo nilipokea ilikuwa filamu bora kwa miaka yake,positive
524,john wayne alifanya kazi ya kushangaza kwa kuwa mchanga sana kwenye tasnia ya sinema,positive
525,utendaji wake ni fikra tu,positive
526,maisha ya ray charles yalitoa nyenzo bora za kibinadamu kwa filamu ambayo inaendelea zaidi ya kuwa sinema nyingine tu juu ya mwanamuziki,positive
527,hitchcock ni mkurugenzi mzuri,positive
528,pili hitchcock alijitosheleza sana na kusisimua sinema,positive
529,nilivutiwa kabisa na muziki densi kila kitu,positive
530,nilipoiangalia sinema hii mara ya kwanza katika miaka ya 80 niliipenda,positive
531,filamu inayo watendaji wakuu mkurugenzi mkuu mada muhimu angalau mada muhimu sauti ya chini ya uwongo wa ulimwengu wa hamsini picha za angani ambazo zinapaswa kufurahisha hisia na mawazo na wahusika juu ya ambayo mtu anaweza utunzaji mkubwa,positive
532,ikiwa nia nzuri ilifanya filamu kuwa nzuri basi filamu hii inaweza kuwa moja ya filamu kubwa kabisa iliyowahi kufanywa,positive
533,bado ninafurahiya kuiangalia,positive
534,hiyo ilikuwa nzuri,positive
535,hiyo ilikuwa ya kuchekesha,positive
536,vitu vyote kuzingatiwa kazi imefanywa vizuri,positive
537,sinema moja bora zaidi ya wakati wowote na moja ambayo haieleweki hata na mexican wenyewe haijalishi wamegundulika jinsi gani,positive
538,ni safu ya maarufu kama mchezo wa kuigizauhalifuwauhalifu maonyesho ya ajabu na belmondo na lino ventura,positive
539,usikivu unaopewa kila mhusika na michoro tata za kisaikolojia uaminifu wa kuelezea hila upendo na tumaini ni kubwa,positive
540,kila kitu kuhusu filamu hii ni ya kushangaza sana,positive
541,ni mchezo bora wa kuigiza mtu mzuri na filamu bora,positive
542,niliifurahia sana wakati christopher eccleston alipochukua udhibiti wa tardis na mwendelezo wa safu,positive
543,kuna sehemu nyingi nzuri,positive
544,kieslowski haachi kamwe kunishangaza,positive
545,kumalizika kwa kushangaza kwa uwezekano wa takatifu bora ya wakati wote,positive
546,yeye ni mmoja wa wakurugenzi niwapendao na mmoja wa wakurugenzi wenye talanta zaidi katika historia ya sinema,positive
547,sinema tatu za kupendeza zaidi ambazo nimewahi kuona,positive
548,na viunganisho vyake haba kati ya filamu hizo tatu ni za kushangaza,positive
549,sikuweza kufikiria njia bora ya kumaliza filamu lakini tabasamu usoni mwangu njia nzuri ya kuunda filamu ya ajabu na trilogy,positive
550,ninapendekeza hii kwa kila mtu anayependa filamu sinema chochote kazi ya sanaa,positive
551,10 kati ya 10 kwa sinema na trilogy,positive
552,nadhani nilikuwa mmoja wa watu ambao walipata hii moja ya lulu ya roth,positive
553,utendaji wake kama alivyo tuzwa ilikuwa ya kushangaza,positive
554,hii ni sinema ya kufurahisha na ya kuchekesha,positive
555,katika eneo la ajabu sana liko hadithi ya tofauti,positive
556,hadithi ambayo iliambiwa waziwazi na francis ford coppola miaka 25 mapema kweli hufunguka polepole na kuwaacha wahusika kukuza,positive
557,katika eneo la ajabu kabisa liko hadithi ya tofauti,positive
558,burudani ya kupendeza kabisa kwa pembe zote,positive
559,kwa hivyo kwa starehe zetu tunapata kuwaona wakizunguka pande zote wakicheza michezo na kuwa hatari,positive
560,inaangazia safu isiyo ya kukumbukwa karanga nzuri lakini inayopendeza,positive
561,hata ina wakati wake tamu,positive
562,wahusika wote kwenye filamu hii wamechezwa vizuri sana,positive
563,na kweli niliwapata wanapendeza,positive
564,ni mzuri,positive
565,ni onyesho zuri la kutazama,positive
566,sitasahau kamwe sasa,positive
567,nimefurahiya sana baada ya kuona sinema kama hii,positive
568,mwisho ni sawa kabisa utatoa machozi,positive
569,kwa kweli hii ni sinema nzuri sana,positive
570,ni ya kupendeza,positive
571,mimi nilipendezwa nayo,positive
572,watoto ni wazuri sana pia,positive
573,lazima niseme nimeiga sehemu nyingi na ninajikuta nikizitazama tena na tena,positive
574,sasa unajua kwanini niliipa 10,positive
575,sijui ni nini hasa juu ya sinema hii lakini tulitegemea sinema hii inayopendeza na imekuwa sehemu maalum ya kumbukumbu za familia yetu,positive
576,ninapendekeza kabisa sinema hii kwa mtu yeyote anayependa sinema nzuri za familia kwa sababu ndivyo hii haswa,positive
577,hii ni moja ya sinema bora huko nje ambazo zinaonyesha dhamana kubwa ya kindugu ya kila mmoja kwa kila mmoja,positive
578,damian ana talanta sana na anashirikiana katika njia nyingi za uandishi na kuelezea sifa tofauti kwenye skrini,positive
579,nimefurahiya kujua fikra za siku kama hizi ziko huko nje ikiachilia matamanio ya sanaa kumfanya aende na kutuchukua kama wasikilizaji pamoja naye,positive
580,elias koteas jack palance anacheza majukumu mazuri angelina yuko moto na anakuwa uchibilly drago anaonekana katika hii na ni mzuri kama kawaida aalio na sven ole thorsen husaidia kuifanya sinema hii ya kufurahisha sana na kaimu mzuri na bajeti nzuri,positive
581,hii ilikuwa sinema ya kushangaza kiasi kwamba niliinunua kutoka kwa ebay,positive
582,niliipenda sana hadithi na dubu alikuwa mzuri sanalakini ikiwa kuna mtu ana swali kuhusu fort steele uliza tu,positive
583,seti iliyoundwa mahsusi kufanya kazi na kamera ni ya kushangaza imeangaziwa nzuri na nzuri,positive
584,wanaweza kutumiwa kama mifano kwa mbuni yeyote aliyeweka,positive
585,baada ya kutazama filamu hii nilitaka kujifunza zaidi juu ya kazi za msanii huyu,positive
586,ninapendekeza sinema hii kwa mtu yeyote anayevutiwa na sanaa mashairi ukumbi wa michezo siasa au historia ya japan,positive
587,hapa katika the wind na simba tunaona toleo zuri la enzi ya imperi ya amerika,positive
588,mama yangu na kaka walilazimika kufanya hivi nilipoona robert ryan akielezea aina hii ya mwanaume ilikuwa kuiga mzuri sana wa aina hii ya mtu na nilivutiwa,positive
589,kinachofanya hadithi hii kuwa tofauti ni maadili ya kweli ya utengenezaji upigaji picha usio na kosa muundo na uhariri utaftaji wa kutisha brian keith aliyethamini sana kucheza historia ya uonevu teddy na wazi,positive
590,nadhani ilikuwa filamu bora ya robert ryans kwa sababu alionyesha mtu kama baba yangu na yeye alikuwa mtaalam katika maisha halisi baba yangu ingawa hakuwahi kumuua mtu yeyote lakini aliathiriwa zaidi wakati wa vita vya pili vya ulimwengu ambavyo vilimfanya kuwa mbaya zaidi,positive
591,sinema nzuri inamfanya yeye na monica bellucci kuonekana warembo sana,positive
592,maoni mazuri ya mapenzi ya leo na bila shaka ni filamu inayostahili kuona,positive
593,kwa watu ambao ndio kwanza msimu wa kutengeneza filamu nadhani walifanya kazi nzuri zaidi,positive
594,ilikuwa maarufu sana wakati nilikuwa kwenye sinema nyumba nzuri na athari nzuri na kucheka sana,positive
595,ni filamu ya kujisikia vizuri na ndivyo nilihisi wakati nilipotoka kwenye sinema,positive
596,mimi badala yake nilifurahia,positive
597,vivian schilling alifanya kazi nzuri na maandishi,positive
598,ulimwengu bora kuliko 95 ya takataka kwenye sinema leo,positive
599,jukumu lake lilichezwa vizuri,positive
600,kamera inampenda sana kwenye sinema hii,positive
601,sinema hii ni bora malaika ni mzuri na scamp ni wa kupendeza ilipunguza wakati anaogopa na sehemu za kufurahisha ni wakati scamp amekamatwa chini ya pazia na wakati malaika na scamp wanaimba sijawahi kuhisi huo kabla ninapendekeza kabisa sinema hii ikitoka toleo maalum mnamo juni 20 jalada limejaa kwenye kontena la takataka na malaika chini ya kifuniko,positive
602,sauti ya sauti haikuwa mbaya vile vile,positive
603,bado ilikuwa sets ambayo ilipata 10 kubwa kwa kiwango cha oyvey yangu,positive
604,wote wanafanya kazi nzuri na wanapendeza,positive
605,dakika 15 za mwisho za sinema pia sio mbaya pia,positive
606,ninapenda armand assante muhtasari wa kampuni yangu ya cable ulionekana wa kufurahisha kwa hivyo niliiangalia mara mbili tayari na labda itakuwa tena,positive
607,ninaamini mwandishi wa skrini alifanya kazi nzuri ya kumfunga mwisho,positive
608,alama yangu ya 810 ni zaidi kwa njama,positive
609,sitasema tena sipendi nyara kwa hivyo sitaki kuwa mmoja lakini ninaamini filamu hii inafaa wakati wako,positive
610,nilivutiwa sana na tabia aliyocheza,positive
611,nilipenda sinema hii ilikuwa taswira nzuri ya familia ambayo ilikuwa imepitia dhiki na faraja lakini mwisho wao walijua kuwa upendo maalum walikuwa nao kwa kila mmoja,positive
612,nimeona sinema nyingi zikimwigia nyota jaclyn smith lakini mungu wangu hii ilikuwa moja bora kwake ingawa ilitoka miaka 12 iliyopita,positive
613,sinema hii ilikuwa na wahusika wa nyota zote na kile nilikipenda zaidi ni kwamba ilifungua macho yangu kuona waigizaji wengine ambao sijawahi kuona hapo awali,positive
614,sinema hii ilikuwa ya muda mrefu lakini nilifurahia kila dakika yake,positive
615,kwa jumla nipitisha sinema hii kwa kiwango cha 10 kati ya 110,positive
616,sinema hii inaunda ulimwengu wake mwenyewe na inavutia kwa kila njia,positive
617,lakini sinema hii ilinijia kweli,positive
618,itizame,positive
619,sinema hii ni maoni mazuri na ya kuchekesha juu ya maisha mnamo 2006,positive
620,nilipata sinema hii ikiwa nzuri ya kufurahisha na yenye kuinua moyo,positive
621,hapo awali maeneo ya ndani kwenye filamu ambayo yalipigwa picha hapa buffalo yalinishangaza,positive
622,watazamaji wote walishangilia mwisho wa filamu,positive
623,niliacha ukumbi wa michezo na sauti katika hatua yangu furaha moyoni mwangu na tumaini la wanadamu,positive
624,duris ana muonekano mzuri na anatoa utendaji mzuri,positive
625,wahusika wengine wote pia hucheza vizuri,positive
626,waigizaji ni wazuri,positive
627,sinema ni muhimu kujumuisha maoni mazuri ya barcelona na minara yake maarufu ya gaudi,positive
628,ongeza betty white na jean smart na una waigizaji wakubwa kila mtu alicheza sehemu zao vizuri,positive
629,steamboat willie ni filamu ya kushangaza katika historia yetu ya sinema,positive
630,muonekano huu wa pili wa mickey mouse kufuatia kimya cha plane crazy mapema mwaka huo labda ni filamu yake maarufu zaidi kwa sababu ilikuwa ya kuvunja sana,positive
631,walakini baada ya kuona fupi tena baada ya miaka kama 25 nilishangazwa na jinsi filamu hiyo haina wakati,positive
632,filamu hii bado ni kati ya filamu bora za mickey hata baada ya miaka 80 ya ajabu,positive
633,inafurahisha kuona mickey akicheza uturuki katika straw kwa njia ya kufikiria sana ikiwa mara kwa mara ni kali,positive
